id,b,c,v,t
12007011,12,7,11,"and he calleth the gatekeepers, and they declare to the house of the king within."
12007012,12,7,12,"And the king riseth by night, and saith unto his servants, `Let me declare, I pray you, to you that which the Aramaeans have done to us; they have known that we are famished, and they are gone out from the camp to be hidden in the field, saying, When they come out from the city, then we catch them alive, and unto the city we enter.'"
12007013,12,7,13,"And one of his servants answereth and saith, `Then let them take, I pray thee, five of the horses that are left, that have been left in it -- lo, they `are' as all the multitude of Israel who have been left in it; lo, they are as all the multitude of Israel who have been consumed -- and we send and see.'"
12007014,12,7,14,"And they take two chariot-horses, and the king sendeth after the camp of Aram, saying, `Go, and see.'"
12007015,12,7,15,"And they go after them unto the Jordan, and lo, all the way is full of garments and vessels that the Aramaeans have cast away in their haste, and the messengers turn back and declare to the king."
12007016,12,7,16,"And the people go out and spoil the camp of Aram, and there is a measure of fine flour at a shekel, and two measures of barley at a shekel, according to the word of Jehovah."
12007017,12,7,17,"And the king hath appointed the captain, by whose hand he is supported, over the gate, and the people tread him down in the gate, and he dieth, as the man of God spake, which he spake in the coming down of the king unto him,"
12007018,12,7,18,"yea, it cometh to pass, according to the speaking of the man of God unto the king, saying, `Two measures of barley at a shekel, and a measure of fine flour at a shekel are, at this time to-morrow, in the gate of Samaria;'"
12007019,12,7,19,"and the captain answereth the man of God, and saith, `And lo, Jehovah is making windows in the heavens -- it is according to this word?' and he saith, `Lo, thou art seeing with thine eyes, and thereof thou dost not eat;'"
12007020,12,7,20,"and it cometh to him so, and the people tread him down in the gate, and he dieth."
12008001,12,8,1,"And Elisha spake unto the woman whose son he had revived, saying, `Rise and go, thou and thy household, and sojourn where thou dost sojourn, for Jehovah hath called for a famine, and also, it is coming unto the land seven years.'"
12008002,12,8,2,"And the woman riseth, and doth according to the word of the man of God, and goeth, she and her household, and sojourneth in the land of the Philistines seven years."
12008003,12,8,3,"And it cometh to pass, at the end of seven years, that the woman turneth back from the land of the Philistines, and goeth out to cry unto the king, for her house, and for her field."
12008004,12,8,4,"And the king is speaking unto Gehazi, servant of the man of God, saying, `Recount, I pray thee, to me, the whole of the great things that Elisha hath done.'"
12008005,12,8,5,"And it cometh to pass, he is recounting to the king how he had revived the dead, and lo, the woman whose son he had revived is crying unto the king, for her house and for her field, and Gehazi saith, `My lord, O king, this `is' the woman, and this her son, whom Elisha revived.'"
12008006,12,8,6,"And the king asketh at the woman, and she recounteth to him, and the king appointeth to her a certain eunuch, saying, `Give back all that she hath, and all the increase of the field from the day of her leaving the land even till now.'"
12008007,12,8,7,"And Elisha cometh in to Damascus, and Ben-Hadad king of Aram is sick, and it is declared to him, saying, `The man of God hath come hither.'"
12008008,12,8,8,"And the king saith unto Hazael, `Take in thy hand a present, and go to meet the man of God, and thou hast sought Jehovah by him, saying, Do I revive from this sickness?'"
12008009,12,8,9,"And Hazael goeth to meet him, and taketh a present in his hand, even of every good thing of Damascus, a burden of forty camels, and he cometh in and standeth before him, and saith, `Thy son Ben-Hadad, king of Aram, hath sent me unto thee, saying, Do I revive from this sickness?'"
12008010,12,8,10,"And Elisha saith unto him, `Go, say, Thou dost certainly not revive, seeing Jehovah hath shewed me that he doth surely die.'"
12008011,12,8,11,"And he setteth his face, yea, he setteth `it' till he is ashamed, and the man of God weepeth."
12008012,12,8,12,"And Hazael saith, `Wherefore is my lord weeping?' and he saith, `Because I have known the evil that thou dost to the sons of Israel -- their fenced places thou dost send into fire, and their young men with sword thou dost slay, and their sucklings thou dost dash to pieces, and their pregnant women thou dost rip up.'"
12008013,12,8,13,"And Hazael saith, `But what, `is' thy servant the dog, that he doth this great thing?' And Elisha saith, `Jehovah hath shewed me thee -- king of Aram.'"
12008014,12,8,14,"And he goeth from Elisha, and cometh in unto his lord, and he saith unto him, `What said Elisha to thee?' and he saith, `He said to me, Thou dost certainly recover.'"
12008015,12,8,15,"And it cometh to pass on the morrow, that he taketh the coarse cloth, and dippeth in water, and spreadeth on his face, and he dieth, and Hazael reigneth in his stead."
12008016,12,8,16,And in the fifth year of Joram son of Ahab king of Israel -- and Jehoshaphat `is' king of Judah -- hath Jehoram son of Jehoshaphat king of Judah reigned;
12008017,12,8,17,"a son of thirty and two years was he in his reigning, and eight years he hath reigned in Jerusalem."
12008018,12,8,18,"And he walketh in the way of the kings of Israel, as did the house of Ahab, for a daughter of Ahab was to him for a wife, and he doth the evil thing in the eyes of Jehovah,"
12008019,12,8,19,"and Jehovah was not willing to destroy Judah, for the sake of David his servant, as He said to him, to give to him a lamp -- to his sons all the days."
12008020,12,8,20,"In his days hath Edom revolted from under the hand of Judah, and they cause a king to reign over them,"
12008021,12,8,21,"and Joram passeth over to Zair, and all the chariots with him, and he himself hath risen by night, and smiteth Edom, that is coming round about unto him, and the heads of the chariots, and the people fleeth to its tents;"
12008022,12,8,22,and Edom revolteth from under the hand of Judah till this day; then doth Libnah revolt at that time.
12008023,12,8,23,"And the rest of the matters of Joram, and all that he did, are they not written on the book of the Chronicles of the kings of Judah?"
12008024,12,8,24,"And Joram lieth with his fathers, and is buried with his fathers in the city of David, and reign doth Ahaziah his son in his stead."
12008025,12,8,25,In the twelfth year of Joram son of Ahab king of Israel reigned hath Ahaziah son of Jehoram king of Judah;
12008026,12,8,26,"a son of twenty and two years `is' Ahaziah in his reigning, and one year he hath reigned in Jerusalem, and the name of his mother `is' Athaliah daughter of Omri king of Israel,"
12008027,12,8,27,"and he walketh in the way of the house of Ahab, and doth the evil thing in the eyes of Jehovah, like the house of Ahab, for he `is' son-in-law of the house of Ahab."
12008028,12,8,28,"And he goeth with Joram son of Ahab to battle with Hazael king of Aram in Ramoth-Gilead, and the Aramaeans smite Joram,"
12008029,12,8,29,"and Joram the king turneth back to be healed in Jezreel of the wounds with which the Arameans smite him in Ramah, in his fighting with Hazael king of Aram, and Ahaziah son of Jehoram king of Judah hath gone down to see Joram son of Ahab in Jezreel, for he is sick."
12009001,12,9,1,"And Elisha the prophet hath called to one of the sons of the prophets, and saith to him, `Gird up thy loins, and take this vial of oil in thy hand, and go to Ramoth-Gilead,"
12009002,12,9,2,"and thou hast gone in there, and see thou there Jehu son of Jehoshaphat, son of Nimshi, and thou hast gone in, and caused him to rise out of the midst of his brethren, and brought him in to the inner part of an inner-chamber,"
12009003,12,9,3,"and taken the vial of oil, and poured on his head, and said, Thus said Jehovah, I have anointed thee for king unto Israel; and thou hast opened the door, and fled, and dost not wait.'"
12009004,12,9,4,"And the young man goeth -- the young man the prophet -- to Ramoth-Gilead,"
12009005,12,9,5,"and cometh in, and lo, chiefs of the force are sitting, and he saith, `I have a word unto thee, O chief!' and Jehu saith, `Unto which of all of us?' and he saith, `Unto thee, O chief.'"
12009006,12,9,6,"And he riseth and cometh in to the house, and he poureth the oil on his head, and saith to him, `Thus said Jehovah, God of Israel, I have anointed thee for king unto the people of Jehovah, unto Israel,"
12009007,12,9,7,"and thou hast smitten the house of Ahab thy lord, and I have required the blood of My servants the prophets, and the blood of all the servants of Jehovah, from the hand of Jezebel;"
12009008,12,9,8,"and perished hath all the house of Ahab, and I have cut off to Ahab those sitting on the wall, and restrained, and left, in Israel,"
12009009,12,9,9,"and I have given up the house of Ahab like the house of Jeroboam son of Nebat, and as the house of Baasha son of Ahijah,"
12009010,12,9,10,"and Jezebel do the dogs eat in the portion of Jezreel, and there is none burying;' and he openeth the door and fleeth."
12009011,12,9,11,"And Jehu hath gone out unto the servants of his lord, and `one' saith to him, `Is there peace? wherefore came this madman unto thee?' and he saith unto them, `Ye have known the man and his talk.'"
12009012,12,9,12,"And they say, `False, declare, we pray thee, to us;' and he saith, `Thus and thus spake he unto me, saying, Thus said Jehovah, I have anointed thee for king unto Israel.'"
12009013,12,9,13,"And they haste and take each his garment, and put `it' under him at the top of the stairs, and blow with a trumpet, and say, `Reigned hath Jehu!'"
12009014,12,9,14,"And Jehu son of Jehoshaphat, son of Nimshi, conspireth against Joram -- (and Joram was keeping in Ramoth-Gilead, he and all Israel, from the presence of Hazael king of Aram,"
12009015,12,9,15,"and king Joram turneth back to be healed in Jezreel, of the wounds with which the Aramaeans smite him, in his fighting with Hazael king of Aram) -- and Jehu saith, `If it is your mind, let not an escaped one go out from the city, to go to declare `it' in Jezreel.'"
12009016,12,9,16,"And Jehu rideth, and goeth to Jezreel, for Joram is lying there, and Ahaziah king of Judah hath gone down to see Joram."
12009017,12,9,17,"And the watchman is standing on the tower in Jezreel, and seeth the company of Jehu in his coming, and saith, `A company I see;' and Joram saith, `Take a rider and send to meet them, and let him say, Is there peace?'"
12009018,12,9,18,"and the rider on the horse goeth to meet him, and saith, `Thus said the king, Is there peace?' and Jehu saith, `What -- to thee and to peace? turn round behind me.' And the watchman declareth, saying, `The messenger came unto them, and he hath not returned.'"
12009019,12,9,19,"And he sendeth a second rider on a horse, and he cometh in unto them, and saith, `Thus said the king, Is there peace?' and Jehu saith, `What -- to thee and to peace? turn round behind me.'"
12009020,12,9,20,"And the watchman declareth, saying, `He came unto them, and he hath not returned, and the driving `is' like the driving of Jehu son of Nimshi, for with madness he driveth.'"
12009021,12,9,21,"And Jehoram saith, `Harness;' and his chariot is harnessed, and Jehoram king of Israel goeth out, and Ahaziah king of Judah, each in his chariot, and they go out to meet Jehu, and find him in the portion of Naboth the Jezreelite."
12009022,12,9,22,"And it cometh to pass, at Jehoram's seeing Jehu, that he saith, `Is there peace, Jehu?' and he saith, `What `is' the peace, while the whoredoms of Jezebel thy mother, and her witchcrafts, are many?'"
12009023,12,9,23,"And Jehoram turneth his hands, and fleeth, and saith unto Ahaziah, `Deceit, O Ahaziah!'"
12009024,12,9,24,"And Jehu hath filled his hand with a bow, and smiteth Jehoram between his arms, and the arrow goeth out from his heart, and he boweth down in his chariot."
12009025,12,9,25,"And `Jehu' saith unto Bidkar his captain, `Lift up, cast him into the portion of the field of Naboth the Jezreelite -- for, remember, I and thou were riding together after Ahab his father, and Jehovah lifted upon him this burden:"
12009026,12,9,26,"Have I not the blood of Naboth and the blood of his sons seen yesternight -- the affirmation of Jehovah -- yea, I have recompensed to thee in this portion -- the affirmation of Jehovah; -- and now, lift up, cast him into the portion, according to the word of Jehovah.'"
12009027,12,9,27,"And Ahaziah king of Judah hath seen, and fleeth the way of the garden-house, and Jehu pursueth after him, and saith, `Smite him -- also him -- in the chariot,' in the going up to Gur, that `is' Ibleam, and he fleeth to Megiddo, and dieth there,"
12009028,12,9,28,"and his servants carry him in a chariot to Jerusalem, and bury him in his burying-place, with his fathers, in the city of David."
12009029,12,9,29,And in the eleventh year of Joram son of Ahab reign did Ahaziah over Judah.
12009030,12,9,30,"And Jehu cometh in to Jezreel, and Jezebel hath heard, and putteth her eyes in paint and maketh right her head, and looketh out through the window."
12009031,12,9,31,"And Jehu hath come into the gate, and she saith, `Was there peace `to' Zimri -- slayer of his lord?'"
12009032,12,9,32,"And he lifteth up his face unto the window, and saith, `Who `is' with me? -- who?' and look out unto him do two `or' three eunuchs;"
12009033,12,9,33,"And he saith, `Let her go;' and they let her go, and `some' of her blood is sprinkled on the wall, and on the horses, and he treadeth her down."
12009034,12,9,34,"And he cometh in, and eateth, and drinketh, and saith, `Look after, I pray you, this cursed one, and bury her, for she `is' a king's daughter.'"
12009035,12,9,35,"And they go to bury her, and have not found of her except the skull, and the feet, and the palms of the hands."
12009036,12,9,36,"And they turn back, and declare to him, and he saith, `The word of Jehovah it `is', that He spake by the hand of this servant Elijah the Tishbite, saying, In the portion of Jezreel do the dogs eat the flesh of Jezebel,"
12009037,12,9,37,"and the carcase of Jezebel hath been as dung on the face of the field in the portion of Jezreel, that they say not, This `is' Jezebel.'"
12010001,12,10,1,"And Ahab hath seventy sons in Samaria, and Jehu writeth letters, and sendeth to Samaria, unto the heads of Jezreel, the elders, and unto the supporters of Ahab, saying,"
12010002,12,10,2,"`And now, at the coming in of this letter unto you, and with you `are' sons of your lord, and with you `are' the chariots and the horses, and a fenced city, and the armour,"
12010003,12,10,3,"and ye have seen the best and the uprightest of the sons of your lord, and have set `him' on the throne of his father, and fight ye for the house of your lord.'"
12010004,12,10,4,"And they fear very greatly, and say, `Lo, the two kings have not stood before him, and how do we stand -- we?'"
12010005,12,10,5,"And he who `is' over the house, and he who `is' over the city, and the elders, and the supporters, send unto Jehu, saying, `Thy servants we `are', and all that thou sayest unto us we do; we do not make any one king -- that which `is' good in thine eyes do.'"
12010006,12,10,6,"And he writeth unto them a letter a second time, saying, `If ye `are' for me, and to my voice are hearkening, take the heads of the men -- the sons of your lord, and come unto me about this time to-morrow, to Jezreel;' and the sons of the king `are' seventy men, with the great ones of the city those bringing them up."
12010007,12,10,7,"And it cometh to pass, at the coming in of the letter unto them, that they take the sons of the king, and slaughter seventy men, and put their heads in baskets, and send unto him to Jezreel,"
12010008,12,10,8,"and the messenger cometh in, and declareth to him, saying, `They have brought in the heads of the sons of the king,' and he saith, `Make them two heaps at the opening of the gate till the morning.'"
12010009,12,10,9,"And it cometh to pass in the morning, that he goeth out, and standeth, and saith unto all the people, `Righteous are ye; lo, I have conspired against my lord, and slay him -- and who smote all these?"
12010010,12,10,10,"Know ye now, that nothing doth fall of the word of Jehovah to the earth that Jehovah spake against the house of Ahab, and Jehovah hath done that which He spake by the hand of His servant Elijah.'"
12010011,12,10,11,"And Jehu smiteth all those left to the house of Ahab in Jezreel, and all his great men, and his acquaintances, and his priests, till he hath not left to him a remnant."
12010012,12,10,12,"And he riseth, and cometh in and goeth to Samaria; he `is' at the shepherds' shearing-house in the way,"
12010013,12,10,13,"and Jehu hath found the brethren of Ahaziah king of Judah, and saith, `Who `are' ye?' and they say, `Brethren of Ahaziah we `are', and we go down to salute the sons of the king, and the sons of the mistress.'"
12010014,12,10,14,"And he saith, `Catch them alive;' and they catch them alive, and slaughter them at the pit of the shearing-house, forty and two men, and he hath not left a man of them."
12010015,12,10,15,"And he goeth thence, and findeth Jehonadab son of Rechab -- to meet him, and blesseth him, and saith unto him, `Is thy heart right, as my heart `is' with thy heart?' and Jehonadab saith, `It is;' -- `Then it is; give thy hand;' and he giveth his hand, and he causeth him to come up into him into the chariot,"
12010016,12,10,16,"and saith, `Come with me, and look on my zeal for Jehovah;' and they cause him to ride in his chariot."
12010017,12,10,17,"And he cometh in to Samaria, and smiteth all those left to Ahab in Samaria, till his destroying him, according to the word of Jehovah that He spake unto Elisha."
12010018,12,10,18,"And Jehu gathereth the whole of the people, and saith unto them, `Ahab served Baal a little -- Jehu doth serve him much:"
12010019,12,10,19,"and now, all the prophets of Baal, all his servants, and all his priests, call ye unto me; let not a man be lacking, for a great sacrifice I have for Baal; every one who is lacking -- he doth not live;' and Jehu hath done `it' in subtilty, in order to destroy the servants of Baal."
12010020,12,10,20,"And Jehu saith, `Sanctify a restraint for Baal;' and they proclaim `it'."
12010021,12,10,21,"And Jehu sendeth into all Israel, and all the servants of Baal come in, and there hath not been left a man who hath not come in; and they come in to the house of Baal, and the house of Baal is full -- mouth to mouth."
12010022,12,10,22,"And he saith to him who `is' over the wardrobe, `Bring out clothing to all servants of Baal;' and he bringeth out to them the clothing."
12010023,12,10,23,"And Jehu goeth in, and Jehonadab son of Rechab, to the house of Baal, and saith to the servants of Baal, `Search and see, lest there be here with you of the servants of Jehovah -- but, the servants of Baal by themselves.'"
12010024,12,10,24,"And they come in to make sacrifices and burnt-offerings, and Jehu hath set for himself in an out-place eighty men, and saith, `The man who letteth escape `any' of the men whom I am bringing in unto your hand -- his soul for his soul.'"
12010025,12,10,25,"And it cometh to pass at his finishing to make the burnt-offering, that Jehu saith to the runners, and to the captains, `Go in, smite them, let none come out;' and they smite them by the mouth of the sword, and the runners and the captains cast `them' out; and they go unto the city, to the house of Baal,"
12010026,12,10,26,"and bring out the standing-pillars of the house of Baal, and burn them,"
12010027,12,10,27,"and break down the standing-pillar of Baal, and break down the house of Baal, and appoint it for a draught-house unto this day."
12010028,12,10,28,"And Jehu destroyeth Baal out of Israel,"
12010029,12,10,29,"only -- the sins of Jeroboam son of Nebat, that he caused Israel to sin, Jehu hath not turned aside from after them -- the calves of gold that `are' at Beth-El, and in Dan."
12010030,12,10,30,"And Jehovah saith unto Jehu, `Because that thou hast done well, to do that which `is' right in Mine eyes -- according to all that `is' in My heart thou hast done to the house of Ahab -- the sons of the fourth `generation' do sit for thee on the throne of Israel.'"
12010031,12,10,31,"And Jehu hath not taken heed to walk in the law of Jehovah, God of Israel, with all his heart, he hath not turned aside from the sins of Jeroboam, that he caused Israel to sin."
12010032,12,10,32,"In those days hath Jehovah begun to cut off `some' in Israel, and Hazael smiteth them in all the border of Israel,"
12010033,12,10,33,"from the Jordan, at the sun-rising, the whole land of Gilead, of the Gadite, and the Reubenite, and the Manassahite (from Aroer, that `is' by the brook Arnon), even Gilead and Bashan."
12010034,12,10,34,"And the rest of the matters of Jehu, and all that he did, and all his might, are they not written on the book of the Chronicles of the kings of Israel?"
12010035,12,10,35,"And Jehu lieth with his fathers, and they bury him in Samaria, and reign doth Jehoahaz his son in his stead."
12010036,12,10,36,"And the days that Jehu hath reigned over Israel `are' twenty and eight years, in Samaria."
12011001,12,11,1,"And Athaliah `is' mother of Ahaziah, and she hath seen that her son `is' dead, and she riseth, and destroyeth all the seed of the kingdom;"
12011002,12,11,2,"and Jehosheba daughter of king Joram, sister of Ahaziah, taketh Joash son of Ahaziah, and stealeth him out of the midst of the sons of the king who are put to death, him and his nurse, in the inner part of the bed-chambers, and they hide him from the presence of Athaliah, and he hath not been put to death,"
12011003,12,11,3,"and he is with her, in the house of Jehovah, hiding himself, six years, and Athaliah is reigning over the land."
12011004,12,11,4,"And in the seventh year hath Jehoiada sent and taketh the heads of the hundreds, of the executioners and of the runners, and bringeth them in unto him, to the house of Jehovah, and maketh with them a covenant, and causeth them to swear in the house of Jehovah, and sheweth them the son of the king,"
12011005,12,11,5,"and commandeth them, saying, `This `is' the thing that ye do; The third of you `are' going in on the sabbath, and keepers of the charge of the house of the king,"
12011006,12,11,6,"and the third `is' at the gate of Sur, and the third at the gate behind the runners, and ye have kept the charge of the house pulled down;"
12011007,12,11,7,"and two parts of you, all going out on the sabbath -- they have kept the charge of the house of Jehovah about the king,"
12011008,12,11,8,"and ye have compassed the king round about, each with his weapons in his hand, and he who is coming unto the ranges is put to death; and be ye with the king in his going out and in his coming in.'"
12011009,12,11,9,"And the heads of the hundreds do according to all that Jehoiada the priest commanded, and take each his men going in on the sabbath, with those going out on the sabbath, and come in unto Jehoiada the priest,"
12011010,12,11,10,"and the priest giveth to the heads of the hundreds the spears and the shields that king David had, that `are' in the house of Jehovah."
12011011,12,11,11,"And the runners stand, each with his weapons in his hand, from the right shoulder of the house unto the left shoulder of the house, by the altar and by the house, by the king round about;"
12011012,12,11,12,"and he bringeth out the son of the king, and putteth on him the crown, and the testimony, and they make him king, and anoint him, and smite the hand, and say, `Let the king live.'"
12011013,12,11,13,"And Athaliah heareth the voice of the runners `and' of the people, and she cometh in unto the people, to the house of Jehovah,"
12011014,12,11,14,"and looketh, and lo, the king is standing by the pillar, according to the ordinance, and the heads, and the trumpets, `are' by the king, and all the people of the land are rejoicing, and blowing with trumpets, and Athaliah rendeth her garments, and calleth, `Conspiracy! conspiracy!'"
12011015,12,11,15,"And Jehoiada the priest commandeth the heads of the hundreds, inspectors of the force, and saith unto them, `Bring her out unto the outside of the ranges, and him who is going after her, put to death by the sword:' for the priest had said, `Let her not be put to death in the house of Jehovah.'"
12011016,12,11,16,"And they make for her sides, and she entereth the way of the entering in of the horses to the house of the king, and is put to death there."
12011017,12,11,17,"And Jehoiada maketh the covenant between Jehovah and the king and the people, to be for a people to Jehovah, and between the king and the people."
12011018,12,11,18,"And all the people of the land go in to the house of Baal, and break it down, its altars and its images they have thoroughly broken, and Mattan priest of Baal they have slain before the altars; and the priest setteth inspectors over the house of Jehovah,"
12011019,12,11,19,"and taketh the heads of the hundreds, and the executioners, and the runners, and all the people of the land, and they bring down the king from the house of Jehovah, and come by the way of the gate of the runners, to the house of the king, and he sitteth on the throne of the kings."
12011020,12,11,20,"And all the people of the land rejoice, and the city `is' quiet, and Athaliah they have put to death by the sword in the house of the king;"
12011021,12,11,21,a son of seven years is Jehoash in his reigning.
12012001,12,12,1,"In the seventh year of Jehu reigned hath Jehoash, and forty years he hath reigned in Jerusalem, and the name of his mother `is' Zibiah of Beer-Sheba,"
12012002,12,12,2,"and Jehoash doth that which is right in the eyes of Jehovah all his days in which Jehoiada the priest directed him,"
12012003,12,12,3,"only, the high places have not turned aside, still are the people sacrificing and making perfume in high places."
12012004,12,12,4,"And Jehoash saith unto the priests, `All the money of the sanctified things that is brought in to the house of Jehovah, the money of him who is passing over, each the money of his valuation, all the money that it goeth up on the heart of a man to bring in to the house of Jehovah,"
12012005,12,12,5,"do the priests take to them, each from his acquaintance, and they strengthen the breach of the house, in all `places' where there is found a breach.'"
12012006,12,12,6,"And it cometh to pass, in the twenty and third year of king Jehoash, the priests have not strengthened the breach of the house,"
12012007,12,12,7,"and king Jehoash calleth to Jehoiada the priest, and to the priests, and saith unto them, `Wherefore are ye not strengthening the breach of the house? and now, receive no money from your acquaintances, but for the breach of the house give it.'"
12012008,12,12,8,"And the priests consent not to receive money from the people, nor to strengthen the breach of the house,"
12012009,12,12,9,"and Jehoiada the priest taketh a chest, and pierceth a hole in its lid, and putteth it near the altar, on the right side, as one cometh in to the house of Jehovah, and the priests keeping the threshold have put there all the money that is brought in to the house of Jehovah."
12012010,12,12,10,"And it cometh to pass, at their seeing that the money `is' abundant in the chest, that there goeth up a scribe of the king, and of the high priest, and they bind `it' up, and count the money that is found `in' the house of Jehovah,"
12012011,12,12,11,"and have given the weighed money into the hands of those doing the work, those inspecting the house of Jehovah, and they bring it out to those working in the wood, and to builders who are working in the house of Jehovah,"
12012012,12,12,12,"and to those `repairing' the wall, and to hewers of stone, and to buy wood and hewn stones to strengthen the breach of the house of Jehovah, and for all that goeth out on the house, to strengthen it."
12012013,12,12,13,"Only, there is not made for the house of Jehovah basins of silver, snuffers, bowls, trumpets, any vessel of gold, and vessel of silver, out of the money that is brought into the house of Jehovah;"
12012014,12,12,14,"for to those doing the work they give it, and they have strengthened with it the house of Jehovah,"
12012015,12,12,15,"and they do not reckon with the men into whose hand they give the money to give to those doing the work, for in faithfulness they are dealing."
12012016,12,12,16,"The money of a trespass-offering, and the money of sin-offerings is not brought in to the house of Jehovah -- for the priests it is."
12012017,12,12,17,"Then go up doth Hazael king of Aram, and fighteth against Gath, and captureth it, and Hazael setteth his face to go up against Jerusalem;"
12012018,12,12,18,"and Jehoash king of Judah taketh all the sanctified things that Jehoshaphat, and Jehoram, and Ahaziah, his fathers, kings of Judah, had sanctified, and his own sanctified things, and all the gold that is found in the treasures of the house of Jehovah and of the house of the king, and sendeth to Hazael king of Aram, and he goeth up from off Jerusalem."
12012019,12,12,19,"And the rest of the matters of Joash, and all that he did, are they not written on the book of the Chronicles of the kings of Judah?"
12012020,12,12,20,"And his servants rise, and make a conspiracy, and smite Joash in the house of Millo, that is going down to Silla:"
12012021,12,12,21,"yea, Jozachar son of Shimeath, and Jehozabad son of Shemer, his servants, have smitten him, and he dieth, and they bury him with his fathers in the city of David, and reign doth Amaziah his son, in his stead."
12013001,12,13,1,"In the twenty and third year of Joash son of Ahaziah king of Judah, hath Jehoahaz son of Jehu reigned over Israel, in Samaria -- seventeen years,"
12013002,12,13,2,"and he doth the evil thing in the eyes of Jehovah, and goeth after the sins of Jeroboam son of Nebat, that he caused Israel to sin -- he turned not aside from it,"
12013003,12,13,3,"and the anger of Jehovah burneth against Israel, and He giveth them into the hand of Hazael king of Aram, and into the hand of Ben-Hadad son of Hazael, all the days."
12013004,12,13,4,"And Jehoahaz appeaseth the face of Jehovah, and Jehovah hearkeneth unto him, for He hath seen the oppression of Israel, for oppressed them hath the king of Aram, --"
12013005,12,13,5,"and Jehovah giveth to Israel a saviour, and they go out from under the hand of Aram, and the sons of Israel dwell in their tents as heretofore;"
12013006,12,13,6,"only, they have not turned aside from the sins of the house of Jeroboam, that he caused Israel to sin, therein they walked, and also, the shrine hath remained in Samaria, --"
12013007,12,13,7,"for he left not to Jehoahaz of the people except fifty horsemen, and ten chariots, and ten thousand footmen, for the king of Aram hath destroyed them, and maketh them as dust for threshing."
12013008,12,13,8,"And the rest of the matters of Jehoahaz, and all that he did, and his might, are they not written on the book of the Chronicles of the kings of Israel?"
12013009,12,13,9,"And Jehoahaz lieth with his fathers, and they bury him in Samaria, and reign doth Joash his son in his stead."
12013010,12,13,10,"In the thirty and seventh year of Joash king of Judah reigned hath Jehoash son of Jehoahaz over Israel, in Samaria -- sixteen years,"
12013011,12,13,11,"and he doth the evil thing in the eyes of Jehovah, he hath not turned aside from all the sins of Jeroboam son of Nebat, that he caused Israel to sin, therein he walked."
12013012,12,13,12,"And the rest of the matters of Joash, and all that he did, and his might with which he fought with Amaziah king of Judah, are they not written on the book of the Chronicles of the kings of Israel?"
12013013,12,13,13,"And Joash lieth with his fathers, and Jeroboam hath sat on his throne, and Joash is buried in Samaria, with the kings of Israel."
12013014,12,13,14,"And Elisha hath been sick with his sickness in which he dieth, and come down unto him doth Joash king of Israel, and weepeth on his face, and saith, `My father, my father, the chariot of Israel, and its horsemen.'"
12013015,12,13,15,"And Elisha saith to him, `Take bow and arrows:' and he taketh unto him bow and arrows."
12013016,12,13,16,"And he saith to the king of Israel, `Place thy hand on the bow;' and he placeth his hand, and Elisha putteth his hands on the hands of the king,"
12013017,12,13,17,"and saith, `Open the window eastward;' and he openeth, and Elisha saith, `Shoot,' and he shooteth; and he saith, `An arrow of salvation to Jehovah, and an arrow of salvation against Aram, and thou hast smitten Aram, in Aphek, till consuming.'"
12013018,12,13,18,"And he saith, `Take the arrows,' and he taketh; and he saith to the king of Israel, `Smite to the earth;' and he smiteth three times, and stayeth."
12013019,12,13,19,"And the man of God is wroth against him, and saith, `By smiting five or six times then thou hadst smitten Aram till consuming; and now, three times thou dost smite Aram.'"
12013020,12,13,20,"And Elisha dieth, and they bury him, and troops of Moab come in to the land, at the coming in of the year,"
12013021,12,13,21,"and it cometh to pass, they are burying a man, and lo, they have seen the troop, and cast the man into the grave of Elisha, and the man goeth and cometh against the bones of Elisha, and liveth, and riseth on his feet."
12013022,12,13,22,"And Hazael king of Aram hath oppressed Israel all the days of Jehoahaz,"
12013023,12,13,23,"and Jehovah doth favour them, and pity them, and turn unto them, for the sake of His covenant with Abraham, Isaac, and Jacob, and hath not been willing to destroy them, nor to cast them from His presence as yet."
12013024,12,13,24,"And Hazael king of Aram dieth, and reign doth Ben-Hadad his son in his stead,"
12013025,12,13,25,"and Jehoash son of Jehoahaz turneth and taketh the cities out of the hand of Ben-Hadad son of Hazael that he had taken out of the hand of Jehoahaz his father in war; three times hath Joash smitten him, and he bringeth back the cities of Israel."
12014001,12,14,1,In the second year of Joash son of Jehoahaz king of Israel reigned hath Amaziah son of Joash king of Judah;
12014002,12,14,2,"a son of twenty and five years was he in his reigning, and twenty and nine years he hath reigned in Jerusalem, and the name of his mother `is' Jehoaddan of Jerusalem,"
12014003,12,14,3,"and he doth that which `is' right in the eyes of Jehovah, only not like David his father, according to all that Joash his father did he hath done,"
12014004,12,14,4,"only, the high places have not turned aside -- yet are the people sacrificing and making perfume in high places."
12014005,12,14,5,"And it cometh to pass, when the kingdom hath been strong in his hand, that he smiteth his servants, those smiting the king his father,"
12014006,12,14,6,"and the sons of those smiting `him' he hath not put to death, as it is written in the book of the law of Moses that Jehovah commanded, saying, `Fathers are not put to death for sons, and sons are not put to death for fathers, but each for his own sin is put to death.'"
12014007,12,14,7,"He hath smitten Edom, in the valley of salt -- ten thousand, and seized Selah in war, and `one' calleth its name Joktheel unto this day,"
